treatment,treatment_en,control,outcome,outcome_en,outlength,frequency,att,patt,sig,measure,value,diff,diff_patt,max_diff,measure_en,max_diff_patt,outlength2,sig2,sig2_en,valueText1,outlength3
Basisqualifizierung (BQ),Basic skills training,Annahme: keine Mitnahmen,"Ungeförderte, unselbstständige Aktivbeschäftigung","Non-subsidised, dependent, active employment",6,j,3.1,8.5,***,Kontrollgruppe,36.8,,,54,Kontrollgruppe,47,6.2,signifikant,significant,32.8,72
Basisqualifizierung (BQ),Basic skills training,Annahme: keine Mitnahmen,"Ungeförderte, unselbstständige Aktivbeschäftigung","Non-subsidised, dependent, active employment",6,m,-4.6,-23.4,***,Kontrollgruppe,19.6,,,33.6,Kontrollgruppe,26.6,6.2,signifikant,significant,15.600000000000001,6
Basisqualifizierung (BQ),Basic skills training,Annahme: keine Mitnahmen,"Ungeförderte, unselbstständige Aktivbeschäftigung","Non-subsidised, dependent, active employment",9,m,-2.5,-11.2,***,Kontrollgruppe,22.2,,,36.2,Kontrollgruppe,29.2,9.2,signifikant,significant,18.2,9
Aus- und Weiterbildung (AuW),Vocational training,Annahme: keine Mitnahmen,Arbeitslosigkeit,Registered unemployment,1,j,5.5,11.7,***,Kontrollgruppe,47,,,66.5,Kontrollgruppe,59.5,1.2,signifikant,significant,43,12
Aus- und Weiterbildung (AuW),Vocational training,Annahme: keine Mitnahmen,Arbeitslosigkeit,Registered unemployment,12,m,5.5,11.7,***,Kontrollgruppe,47,,,66.5,Kontrollgruppe,59.5,12.2,signifikant,significant,43,12
Aus- und Weiterbildung (AuW),Vocational training,Annahme: keine Mitnahmen,Arbeitslosigkeit,Registered unemployment,15,m,4.6,10.5,***,Kontrollgruppe,43.8,,,62.5,Kontrollgruppe,55.5,15.2,signifikant,significant,39.8,15
Aus- und Weiterbildung (AuW),Vocational training,Annahme: keine Mitnahmen,Arbeitslosigkeit,Registered unemployment,18,m,3.4,8.1,***,Kontrollgruppe,42.1,,,59.5,Kontrollgruppe,52.5,18.2,signifikant,significant,38.1,18
Aus- und Weiterbildung (AuW),Vocational training,Annahme: keine Mitnahmen,Arbeitslosigkeit,Registered unemployment,2,j,1.8,4.7,***,Kontrollgruppe,39.5,,,55.3,Kontrollgruppe,48.3,2.2,signifikant,significant,35.5,24
Aus- und Weiterbildung (AuW),Vocational training,Annahme: keine Mitnahmen,Arbeitslosigkeit,Registered unemployment,21,m,2.4,5.8,***,Kontrollgruppe,40.8,,,57.2,Kontrollgruppe,50.2,21.2,signifikant,significant,36.8,21
Aus- und Weiterbildung (AuW),Vocational training,Annahme: keine Mitnahmen,Arbeitslosigkeit,Registered unemployment,24,m,1.8,4.7,***,Kontrollgruppe,39.5,,,55.3,Kontrollgruppe,48.3,24.2,signifikant,significant,35.5,24
Aus- und Weiterbildung (AuW),Vocational training,Annahme: keine Mitnahmen,Arbeitslosigkeit,Registered unemployment,3,j,0.5,1.4,***,Kontrollgruppe,34.8,,,49.3,Kontrollgruppe,42.3,3.2,signifikant,significant,30.799999999999997,36
Aus- und Weiterbildung (AuW),Vocational training,Annahme: keine Mitnahmen,Arbeitslosigkeit,Registered unemployment,3,m,12.6,19.4,***,Kontrollgruppe,64.8,,,91.4,Kontrollgruppe,84.4,3.2,signifikant,significant,60.8,3
Aus- und Weiterbildung (AuW),Vocational training,Annahme: keine Mitnahmen,Arbeitslosigkeit,Registered unemployment,4,j,0.1,0.3,,Kontrollgruppe,31.2,,,45.3,Kontrollgruppe,38.3,4.2,insignifikant,insignificant,27.2,48
Aus- und Weiterbildung (AuW),Vocational training,Annahme: keine Mitnahmen,Arbeitslosigkeit,Registered unemployment,5,j,0.3,0.9,*,Kontrollgruppe,28.6,,,42.9,Kontrollgruppe,35.9,5.2,insignifikant,insignificant,24.6,60
Aus- und Weiterbildung (AuW),Vocational training,Annahme: keine Mitnahmen,Arbeitslosigkeit,Registered unemployment,6,j,0.4,1.5,*,Kontrollgruppe,26.2,,,40.5,Kontrollgruppe,33.5,6.2,insignifikant,insignificant,22.2,72
Aus- und Weiterbildung (AuW),Vocational training,Annahme: keine Mitnahmen,Arbeitslosigkeit,Registered unemployment,6,m,9.7,17.7,***,Kontrollgruppe,55.2,,,78.9,Kontrollgruppe,71.9,6.2,signifikant,significant,51.2,6
Aus- und Weiterbildung (AuW),Vocational training,Annahme: keine Mitnahmen,Arbeitslosigkeit,Registered unemployment,9,m,6.9,13.8,***,Kontrollgruppe,50.1,,,71,Kontrollgruppe,64,9.2,signifikant,significant,46.1,9
Aus- und Weiterbildung (AuW),Vocational training,Annahme: keine Mitnahmen,Beschäftigung,Employment,1,j,-1.8,-4.6,***,Kontrollgruppe,40.1,,,54.1,Kontrollgruppe,47.1,1.2,signifikant,significant,36.1,12
Aus- und Weiterbildung (AuW),Vocational training,Annahme: keine Mitnahmen,Beschäftigung,Employment,12,m,-1.8,-4.6,***,Kontrollgruppe,40.1,,,54.1,Kontrollgruppe,47.1,12.2,signifikant,significant,36.1,12
Aus- und Weiterbildung (AuW),Vocational training,Annahme: keine Mitnahmen,Beschäftigung,Employment,15,m,-1,-2.3,***,Kontrollgruppe,42.8,,,56.8,Kontrollgruppe,49.8,15.2,signifikant,significant,38.8,15
Aus- und Weiterbildung (AuW),Vocational training,Annahme: keine Mitnahmen,Beschäftigung,Employment,18,m,0.2,0.4,*,Kontrollgruppe,44.1,,,58.3,Kontrollgruppe,51.3,18.2,insignifikant,insignificant,40.1,18
Aus- und Weiterbildung (AuW),Vocational training,Annahme: keine Mitnahmen,Beschäftigung,Employment,2,j,1.7,3.8,***,Kontrollgruppe,46,,,61.7,Kontrollgruppe,54.7,2.2,signifikant,significant,42,24
Aus- und Weiterbildung (AuW),Vocational training,Annahme: keine Mitnahmen,Beschäftigung,Employment,21,m,1.2,2.7,***,Kontrollgruppe,45,,,60.2,Kontrollgruppe,53.2,21.2,signifikant,significant,41,21
Aus- und Weiterbildung (AuW),Vocational training,Annahme: keine Mitnahmen,Beschäftigung,Employment,24,m,1.7,3.8,***,Kontrollgruppe,46,,,61.7,Kontrollgruppe,54.7,24.2,signifikant,significant,42,24
Aus- und Weiterbildung (AuW),Vocational training,Annahme: keine Mitnahmen,Beschäftigung,Employment,3,j,3.3,6.9,***,Kontrollgruppe,48.4,,,65.8,Kontrollgruppe,58.8,3.2,signifikant,significant,44.4,36
Aus- und Weiterbildung (AuW),Vocational training,Annahme: keine Mitnahmen,Beschäftigung,Employment,3,m,-7.7,-30.8,***,Kontrollgruppe,25,,,39,Kontrollgruppe,32,3.2,signifikant,significant,21,3
Aus- und Weiterbildung (AuW),Vocational training,Annahme: keine Mitnahmen,Beschäftigung,Employment,4,j,3.8,7.5,***,Kontrollgruppe,50,,,67.7,Kontrollgruppe,60.7,4.2,signifikant,significant,46,48
Aus- und Weiterbildung (AuW),Vocational training,Annahme: keine Mitnahmen,Beschäftigung,Employment,5,j,3.6,7.1,***,Kontrollgruppe,50.4,,,68,Kontrollgruppe,61,5.2,signifikant,significant,46.4,60
Aus- und Weiterbildung (AuW),Vocational training,Annahme: keine Mitnahmen,Beschäftigung,Employment,6,j,3.5,6.8,***,Kontrollgruppe,50.8,,,68.3,Kontrollgruppe,61.3,6.2,signifikant,significant,46.8,72
Aus- und Weiterbildung (AuW),Vocational training,Annahme: keine Mitnahmen,Beschäftigung,Employment,6,m,-5.5,-16.6,***,Kontrollgruppe,33,,,47,Kontrollgruppe,40,6.2,signifikant,significant,29,6
Aus- und Weiterbildung (AuW),Vocational training,Annahme: keine Mitnahmen,Beschäftigung,Employment,9,m,-3.2,-8.6,***,Kontrollgruppe,37.3,,,51.3,Kontrollgruppe,44.3,9.2,signifikant,significant,33.3,9
Aus- und Weiterbildung (AuW),Vocational training,Annahme: keine Mitnahmen,Erwerbsinaktivität,Economic inactivity,1,j,-3.7,-28.2,***,Kontrollgruppe,12.9,,,26.9,Kontrollgruppe,19.9,1.2,signifikant,significant,8.9,12
Aus- und Weiterbildung (AuW),Vocational training,Annahme: keine Mitnahmen,Erwerbsinaktivität,Economic inactivity,12,m,-3.7,-28.2,***,Kontrollgruppe,12.9,,,26.9,Kontrollgruppe,19.9,12.2,signifikant,significant,8.9,12
Aus- und Weiterbildung (AuW),Vocational training,Annahme: keine Mitnahmen,Erwerbsinaktivität,Economic inactivity,15,m,-3.6,-27.2,***,Kontrollgruppe,13.4,,,27.4,Kontrollgruppe,20.4,15.2,signifikant,significant,9.4,15
Aus- und Weiterbildung (AuW),Vocational training,Annahme: keine Mitnahmen,Erwerbsinaktivität,Economic inactivity,18,m,-3.6,-26.1,***,Kontrollgruppe,13.8,,,27.8,Kontrollgruppe,20.8,18.2,signifikant,significant,9.8,18
Aus- und Weiterbildung (AuW),Vocational training,Annahme: keine Mitnahmen,Erwerbsinaktivität,Economic inactivity,2,j,-3.6,-24.6,***,Kontrollgruppe,14.6,,,28.6,Kontrollgruppe,21.6,2.2,signifikant,significant,10.6,24
Aus- und Weiterbildung (AuW),Vocational training,Annahme: keine Mitnahmen,Erwerbsinaktivität,Economic inactivity,21,m,-3.6,-25.2,***,Kontrollgruppe,14.2,,,28.2,Kontrollgruppe,21.2,21.2,signifikant,significant,10.2,21
Aus- und Weiterbildung (AuW),Vocational training,Annahme: keine Mitnahmen,Erwerbsinaktivität,Economic inactivity,24,m,-3.6,-24.6,***,Kontrollgruppe,14.6,,,28.6,Kontrollgruppe,21.6,24.2,signifikant,significant,10.6,24
Aus- und Weiterbildung (AuW),Vocational training,Annahme: keine Mitnahmen,Erwerbsinaktivität,Economic inactivity,3,j,-3.8,-22.9,***,Kontrollgruppe,16.8,,,30.8,Kontrollgruppe,23.8,3.2,signifikant,significant,12.8,36
Aus- und Weiterbildung (AuW),Vocational training,Annahme: keine Mitnahmen,Erwerbsinaktivität,Economic inactivity,3,m,-4.9,-47.7,***,Kontrollgruppe,10.2,,,24.2,Kontrollgruppe,17.2,3.2,signifikant,significant,6.199999999999999,3
Aus- und Weiterbildung (AuW),Vocational training,Annahme: keine Mitnahmen,Erwerbsinaktivität,Economic inactivity,4,j,-3.9,-20.5,***,Kontrollgruppe,18.8,,,32.8,Kontrollgruppe,25.8,4.2,signifikant,significant,14.8,48
Aus- und Weiterbildung (AuW),Vocational training,Annahme: keine Mitnahmen,Erwerbsinaktivität,Economic inactivity,5,j,-3.8,-18.4,***,Kontrollgruppe,20.9,,,34.9,Kontrollgruppe,27.9,5.2,signifikant,significant,16.9,60
Aus- und Weiterbildung (AuW),Vocational training,Annahme: keine Mitnahmen,Erwerbsinaktivität,Economic inactivity,6,j,-3.9,-16.8,***,Kontrollgruppe,23,,,37,Kontrollgruppe,30,6.2,signifikant,significant,19,72
Aus- und Weiterbildung (AuW),Vocational training,Annahme: keine Mitnahmen,Erwerbsinaktivität,Economic inactivity,6,m,-4.3,-35.8,***,Kontrollgruppe,11.9,,,25.9,Kontrollgruppe,18.9,6.2,signifikant,significant,7.9,6
Aus- und Weiterbildung (AuW),Vocational training,Annahme: keine Mitnahmen,Erwerbsinaktivität,Economic inactivity,9,m,-3.7,-29.4,***,Kontrollgruppe,12.6,,,26.6,Kontrollgruppe,19.6,9.2,signifikant,significant,8.6,9
Aus- und Weiterbildung (AuW),Vocational training,Annahme: keine Mitnahmen,"Ungeförderte, unselbstständige Aktivbeschäftigung","Non-subsidised, dependent, active employment",1,j,0,0.1,,Kontrollgruppe,30.2,,,44.2,Kontrollgruppe,37.2,1.2,insignifikant,insignificant,26.2,12
Aus- und Weiterbildung (AuW),Vocational training,Annahme: keine Mitnahmen,"Ungeförderte, unselbstständige Aktivbeschäftigung","Non-subsidised, dependent, active employment",12,m,0,0.1,,Kontrollgruppe,30.2,,,44.2,Kontrollgruppe,37.2,12.2,insignifikant,insignificant,26.2,12
Aus- und Weiterbildung (AuW),Vocational training,Annahme: keine Mitnahmen,"Ungeförderte, unselbstständige Aktivbeschäftigung","Non-subsidised, dependent, active employment",15,m,0.9,2.6,***,Kontrollgruppe,32.8,,,47.7,Kontrollgruppe,40.7,15.2,signifikant,significant,28.799999999999997,15
Aus- und Weiterbildung (AuW),Vocational training,Annahme: keine Mitnahmen,"Ungeförderte, unselbstständige Aktivbeschäftigung","Non-subsidised, dependent, active employment",18,m,1.9,5.7,***,Kontrollgruppe,34.1,,,50.1,Kontrollgruppe,43.1,18.2,signifikant,significant,30.1,18
Aus- und Weiterbildung (AuW),Vocational training,Annahme: keine Mitnahmen,"Ungeförderte, unselbstständige Aktivbeschäftigung","Non-subsidised, dependent, active employment",2,j,3.6,10,***,Kontrollgruppe,35.9,,,53.5,Kontrollgruppe,46.5,2.2,signifikant,significant,31.9,24
Aus- und Weiterbildung (AuW),Vocational training,Annahme: keine Mitnahmen,"Ungeförderte, unselbstständige Aktivbeschäftigung","Non-subsidised, dependent, active employment",21,m,3,8.7,***,Kontrollgruppe,35,,,52,Kontrollgruppe,45,21.2,signifikant,significant,31,21
Aus- und Weiterbildung (AuW),Vocational training,Annahme: keine Mitnahmen,"Ungeförderte, unselbstständige Aktivbeschäftigung","Non-subsidised, dependent, active employment",24,m,3.6,10,***,Kontrollgruppe,35.9,,,53.5,Kontrollgruppe,46.5,24.2,signifikant,significant,31.9,24
Aus- und Weiterbildung (AuW),Vocational training,Annahme: keine Mitnahmen,"Ungeförderte, unselbstständige Aktivbeschäftigung","Non-subsidised, dependent, active employment",3,j,4.8,12.4,***,Kontrollgruppe,38.5,,,57.3,Kontrollgruppe,50.3,3.2,signifikant,significant,34.5,36
Aus- und Weiterbildung (AuW),Vocational training,Annahme: keine Mitnahmen,"Ungeförderte, unselbstständige Aktivbeschäftigung","Non-subsidised, dependent, active employment",3,m,-5,-26.3,***,Kontrollgruppe,19,,,33,Kontrollgruppe,26,3.2,signifikant,significant,15,3
Aus- und Weiterbildung (AuW),Vocational training,Annahme: keine Mitnahmen,"Ungeförderte, unselbstständige Aktivbeschäftigung","Non-subsidised, dependent, active employment",4,j,5.1,12.7,***,Kontrollgruppe,40.5,,,59.6,Kontrollgruppe,52.6,4.2,signifikant,significant,36.5,48
Aus- und Weiterbildung (AuW),Vocational training,Annahme: keine Mitnahmen,"Ungeförderte, unselbstständige Aktivbeschäftigung","Non-subsidised, dependent, active employment",5,j,5,12.2,***,Kontrollgruppe,41.3,,,60.3,Kontrollgruppe,53.3,5.2,signifikant,significant,37.3,60
Aus- und Weiterbildung (AuW),Vocational training,Annahme: keine Mitnahmen,"Ungeförderte, unselbstständige Aktivbeschäftigung","Non-subsidised, dependent, active employment",6,j,4.8,11.3,***,Kontrollgruppe,42.3,,,61.1,Kontrollgruppe,54.1,6.2,signifikant,significant,38.3,72
Aus- und Weiterbildung (AuW),Vocational training,Annahme: keine Mitnahmen,"Ungeförderte, unselbstständige Aktivbeschäftigung","Non-subsidised, dependent, active employment",6,m,-3.2,-12.8,***,Kontrollgruppe,24.7,,,38.7,Kontrollgruppe,31.7,6.2,signifikant,significant,20.7,6
Aus- und Weiterbildung (AuW),Vocational training,Annahme: keine Mitnahmen,"Ungeförderte, unselbstständige Aktivbeschäftigung","Non-subsidised, dependent, active employment",9,m,-1.2,-4.3,***,Kontrollgruppe,28,,,42,Kontrollgruppe,35,9.2,signifikant,significant,24,9
Beihilfe zu den Kurskosten (KK),Course subsidies,Annahme: keine Mitnahmen,Arbeitslosigkeit,Registered unemployment,1,j,0.1,0.1,,Kontrollgruppe,43.7,,,57.8,Kontrollgruppe,50.8,1.2,insignifikant,insignificant,39.7,12
Beihilfe zu den Kurskosten (KK),Course subsidies,Annahme: keine Mitnahmen,Arbeitslosigkeit,Registered unemployment,12,m,0.1,0.1,,Kontrollgruppe,43.7,,,57.8,Kontrollgruppe,50.8,12.2,insignifikant,insignificant,39.7,12
Beihilfe zu den Kurskosten (KK),Course subsidies,Annahme: keine Mitnahmen,Arbeitslosigkeit,Registered unemployment,15,m,-0.7,-1.7,***,Kontrollgruppe,40.4,,,54.4,Kontrollgruppe,47.4,15.2,signifikant,significant,36.4,15
Beihilfe zu den Kurskosten (KK),Course subsidies,Annahme: keine Mitnahmen,Arbeitslosigkeit,Registered unemployment,18,m,-0.8,-2.2,***,Kontrollgruppe,38.5,,,52.5,Kontrollgruppe,45.5,18.2,signifikant,significant,34.5,18
Beihilfe zu den Kurskosten (KK),Course subsidies,Annahme: keine Mitnahmen,Arbeitslosigkeit,Registered unemployment,2,j,-1.2,-3.4,***,Kontrollgruppe,36.8,,,50.8,Kontrollgruppe,43.8,2.2,signifikant,significant,32.8,24
Beihilfe zu den Kurskosten (KK),Course subsidies,Annahme: keine Mitnahmen,Arbeitslosigkeit,Registered unemployment,21,m,-1.1,-2.9,***,Kontrollgruppe,37.6,,,51.6,Kontrollgruppe,44.6,21.2,signifikant,significant,33.6,21
Beihilfe zu den Kurskosten (KK),Course subsidies,Annahme: keine Mitnahmen,Arbeitslosigkeit,Registered unemployment,24,m,-1.2,-3.4,***,Kontrollgruppe,36.8,,,50.8,Kontrollgruppe,43.8,24.2,signifikant,significant,32.8,24
Beihilfe zu den Kurskosten (KK),Course subsidies,Annahme: keine Mitnahmen,Arbeitslosigkeit,Registered unemployment,3,j,-1.4,-4.2,***,Kontrollgruppe,33.2,,,47.2,Kontrollgruppe,40.2,3.2,signifikant,significant,29.200000000000003,36
Beihilfe zu den Kurskosten (KK),Course subsidies,Annahme: keine Mitnahmen,Arbeitslosigkeit,Registered unemployment,3,m,8.6,13.6,***,Kontrollgruppe,63,,,85.6,Kontrollgruppe,78.6,3.2,signifikant,significant,59,3
Beihilfe zu den Kurskosten (KK),Course subsidies,Annahme: keine Mitnahmen,Arbeitslosigkeit,Registered unemployment,4,j,-1.3,-4.2,***,Kontrollgruppe,30.7,,,44.7,Kontrollgruppe,37.7,4.2,signifikant,significant,26.7,48
Beihilfe zu den Kurskosten (KK),Course subsidies,Annahme: keine Mitnahmen,Arbeitslosigkeit,Registered unemployment,5,j,-1,-3.5,***,Kontrollgruppe,28.3,,,42.3,Kontrollgruppe,35.3,5.2,signifikant,significant,24.3,60
Beihilfe zu den Kurskosten (KK),Course subsidies,Annahme: keine Mitnahmen,Arbeitslosigkeit,Registered unemployment,6,j,-0.6,-2.4,**,Kontrollgruppe,26.5,,,40.5,Kontrollgruppe,33.5,6.2,signifikant,significant,22.5,72
Beihilfe zu den Kurskosten (KK),Course subsidies,Annahme: keine Mitnahmen,Arbeitslosigkeit,Registered unemployment,6,m,4.2,8.1,***,Kontrollgruppe,51.9,,,70.1,Kontrollgruppe,63.1,6.2,signifikant,significant,47.9,6
Beihilfe zu den Kurskosten (KK),Course subsidies,Annahme: keine Mitnahmen,Arbeitslosigkeit,Registered unemployment,9,m,1.2,2.6,***,Kontrollgruppe,46.7,,,61.9,Kontrollgruppe,54.9,9.2,signifikant,significant,42.7,9
Beihilfe zu den Kurskosten (KK),Course subsidies,Annahme: keine Mitnahmen,Beschäftigung,Employment,1,j,3.8,8.7,***,Kontrollgruppe,43.8,,,61.6,Kontrollgruppe,54.6,1.2,signifikant,significant,39.8,12
Beihilfe zu den Kurskosten (KK),Course subsidies,Annahme: keine Mitnahmen,Beschäftigung,Employment,12,m,3.8,8.7,***,Kontrollgruppe,43.8,,,61.6,Kontrollgruppe,54.6,12.2,signifikant,significant,39.8,12
Beihilfe zu den Kurskosten (KK),Course subsidies,Annahme: keine Mitnahmen,Beschäftigung,Employment,15,m,4.4,9.4,***,Kontrollgruppe,46.6,,,65,Kontrollgruppe,58,15.2,signifikant,significant,42.6,15
Beihilfe zu den Kurskosten (KK),Course subsidies,Annahme: keine Mitnahmen,Beschäftigung,Employment,18,m,4.7,9.8,***,Kontrollgruppe,48.1,,,66.8,Kontrollgruppe,59.8,18.2,signifikant,significant,44.1,18
Beihilfe zu den Kurskosten (KK),Course subsidies,Annahme: keine Mitnahmen,Beschäftigung,Employment,2,j,5.2,10.5,***,Kontrollgruppe,49.2,,,68.4,Kontrollgruppe,61.4,2.2,signifikant,significant,45.2,24
Beihilfe zu den Kurskosten (KK),Course subsidies,Annahme: keine Mitnahmen,Beschäftigung,Employment,21,m,4.9,10.2,***,Kontrollgruppe,48.7,,,67.7,Kontrollgruppe,60.7,21.2,signifikant,significant,44.7,21
Beihilfe zu den Kurskosten (KK),Course subsidies,Annahme: keine Mitnahmen,Beschäftigung,Employment,24,m,5.2,10.5,***,Kontrollgruppe,49.2,,,68.4,Kontrollgruppe,61.4,24.2,signifikant,significant,45.2,24
Beihilfe zu den Kurskosten (KK),Course subsidies,Annahme: keine Mitnahmen,Beschäftigung,Employment,3,j,5.3,10.4,***,Kontrollgruppe,50.8,,,70.1,Kontrollgruppe,63.1,3.2,signifikant,significant,46.8,36
Beihilfe zu den Kurskosten (KK),Course subsidies,Annahme: keine Mitnahmen,Beschäftigung,Employment,3,m,-3.7,-13.8,***,Kontrollgruppe,27,,,41,Kontrollgruppe,34,3.2,signifikant,significant,23,3
Beihilfe zu den Kurskosten (KK),Course subsidies,Annahme: keine Mitnahmen,Beschäftigung,Employment,4,j,5,9.8,***,Kontrollgruppe,51.3,,,70.3,Kontrollgruppe,63.3,4.2,signifikant,significant,47.3,48
Beihilfe zu den Kurskosten (KK),Course subsidies,Annahme: keine Mitnahmen,Beschäftigung,Employment,5,j,4.7,9.1,***,Kontrollgruppe,51.4,,,70.1,Kontrollgruppe,63.1,5.2,signifikant,significant,47.4,60
Beihilfe zu den Kurskosten (KK),Course subsidies,Annahme: keine Mitnahmen,Beschäftigung,Employment,6,j,4.4,8.6,***,Kontrollgruppe,51,,,69.4,Kontrollgruppe,62.4,6.2,signifikant,significant,47,72
Beihilfe zu den Kurskosten (KK),Course subsidies,Annahme: keine Mitnahmen,Beschäftigung,Employment,6,m,0.1,0.3,,Kontrollgruppe,36.6,,,50.7,Kontrollgruppe,43.7,6.2,insignifikant,insignificant,32.6,6
Beihilfe zu den Kurskosten (KK),Course subsidies,Annahme: keine Mitnahmen,Beschäftigung,Employment,9,m,2.6,6.3,***,Kontrollgruppe,41.2,,,57.8,Kontrollgruppe,50.8,9.2,signifikant,significant,37.2,9
Beihilfe zu den Kurskosten (KK),Course subsidies,Annahme: keine Mitnahmen,Erwerbsinaktivität,Economic inactivity,1,j,-3.9,-30.8,***,Kontrollgruppe,12.5,,,26.5,Kontrollgruppe,19.5,1.2,signifikant,significant,8.5,12
Beihilfe zu den Kurskosten (KK),Course subsidies,Annahme: keine Mitnahmen,Erwerbsinaktivität,Economic inactivity,12,m,-3.9,-30.8,***,Kontrollgruppe,12.5,,,26.5,Kontrollgruppe,19.5,12.2,signifikant,significant,8.5,12
Beihilfe zu den Kurskosten (KK),Course subsidies,Annahme: keine Mitnahmen,Erwerbsinaktivität,Economic inactivity,15,m,-3.7,-28.6,***,Kontrollgruppe,13,,,27,Kontrollgruppe,20,15.2,signifikant,significant,9,15
Beihilfe zu den Kurskosten (KK),Course subsidies,Annahme: keine Mitnahmen,Erwerbsinaktivität,Economic inactivity,18,m,-3.9,-29.1,***,Kontrollgruppe,13.4,,,27.4,Kontrollgruppe,20.4,18.2,signifikant,significant,9.4,18
